sample_id,split,segment_id,start_time,end_time,input_std_paths_json,target_std_paths_json,input_times_json,target_times_json,center_code,product_code,lat_min,lat_max,lon_min,lon_max
S000020,train,0,2026-01-23 20:00:00,2026-01-23 20:42:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123200000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123200600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123201200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123201800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123202400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 20:00:00"", ""2026-01-23 20:06:00"", ""2026-01-23 20:12:00"", ""2026-01-23 20:18:00"", ""2026-01-23 20:24:00""]","[""2026-01-23 20:30:00"", ""2026-01-23 20:36:00"", ""2026-01-23 20:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000021,train,0,2026-01-23 20:06:00,2026-01-23 20:48:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123200600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123201200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123201800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123202400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 20:06:00"", ""2026-01-23 20:12:00"", ""2026-01-23 20:18:00"", ""2026-01-23 20:24:00"", ""2026-01-23 20:30:00""]","[""2026-01-23 20:36:00"", ""2026-01-23 20:42:00"", ""2026-01-23 20:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000022,train,0,2026-01-23 20:12:00,2026-01-23 20:54:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123201200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123201800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123202400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 20:12:00"", ""2026-01-23 20:18:00"", ""2026-01-23 20:24:00"", ""2026-01-23 20:30:00"", ""2026-01-23 20:36:00""]","[""2026-01-23 20:42:00"", ""2026-01-23 20:48:00"", ""2026-01-23 20:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000023,train,0,2026-01-23 20:18:00,2026-01-23 21:00:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123201800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123202400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 20:18:00"", ""2026-01-23 20:24:00"", ""2026-01-23 20:30:00"", ""2026-01-23 20:36:00"", ""2026-01-23 20:42:00""]","[""2026-01-23 20:48:00"", ""2026-01-23 20:54:00"", ""2026-01-23 21:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000024,train,0,2026-01-23 20:24:00,2026-01-23 21:06:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123202400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 20:24:00"", ""2026-01-23 20:30:00"", ""2026-01-23 20:36:00"", ""2026-01-23 20:42:00"", ""2026-01-23 20:48:00""]","[""2026-01-23 20:54:00"", ""2026-01-23 21:00:00"", ""2026-01-23 21:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000025,train,0,2026-01-23 20:30:00,2026-01-23 21:12:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 20:30:00"", ""2026-01-23 20:36:00"", ""2026-01-23 20:42:00"", ""2026-01-23 20:48:00"", ""2026-01-23 20:54:00""]","[""2026-01-23 21:00:00"", ""2026-01-23 21:06:00"", ""2026-01-23 21:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000026,train,0,2026-01-23 20:36:00,2026-01-23 21:18:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 20:36:00"", ""2026-01-23 20:42:00"", ""2026-01-23 20:48:00"", ""2026-01-23 20:54:00"", ""2026-01-23 21:00:00""]","[""2026-01-23 21:06:00"", ""2026-01-23 21:12:00"", ""2026-01-23 21:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000027,train,0,2026-01-23 20:42:00,2026-01-23 21:24:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 20:42:00"", ""2026-01-23 20:48:00"", ""2026-01-23 20:54:00"", ""2026-01-23 21:00:00"", ""2026-01-23 21:06:00""]","[""2026-01-23 21:12:00"", ""2026-01-23 21:18:00"", ""2026-01-23 21:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000028,train,0,2026-01-23 20:48:00,2026-01-23 21:30:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 20:48:00"", ""2026-01-23 20:54:00"", ""2026-01-23 21:00:00"", ""2026-01-23 21:06:00"", ""2026-01-23 21:12:00""]","[""2026-01-23 21:18:00"", ""2026-01-23 21:24:00"", ""2026-01-23 21:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000029,train,0,2026-01-23 20:54:00,2026-01-23 21:36:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 20:54:00"", ""2026-01-23 21:00:00"", ""2026-01-23 21:06:00"", ""2026-01-23 21:12:00"", ""2026-01-23 21:18:00""]","[""2026-01-23 21:24:00"", ""2026-01-23 21:30:00"", ""2026-01-23 21:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000030,train,0,2026-01-23 21:00:00,2026-01-23 21:42:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 21:00:00"", ""2026-01-23 21:06:00"", ""2026-01-23 21:12:00"", ""2026-01-23 21:18:00"", ""2026-01-23 21:24:00""]","[""2026-01-23 21:30:00"", ""2026-01-23 21:36:00"", ""2026-01-23 21:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000031,train,0,2026-01-23 21:06:00,2026-01-23 21:48:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 21:06:00"", ""2026-01-23 21:12:00"", ""2026-01-23 21:18:00"", ""2026-01-23 21:24:00"", ""2026-01-23 21:30:00""]","[""2026-01-23 21:36:00"", ""2026-01-23 21:42:00"", ""2026-01-23 21:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000032,train,0,2026-01-23 21:12:00,2026-01-23 21:54:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 21:12:00"", ""2026-01-23 21:18:00"", ""2026-01-23 21:24:00"", ""2026-01-23 21:30:00"", ""2026-01-23 21:36:00""]","[""2026-01-23 21:42:00"", ""2026-01-23 21:48:00"", ""2026-01-23 21:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000033,train,0,2026-01-23 21:18:00,2026-01-23 22:00:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220000_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 21:18:00"", ""2026-01-23 21:24:00"", ""2026-01-23 21:30:00"", ""2026-01-23 21:36:00"", ""2026-01-23 21:42:00""]","[""2026-01-23 21:48:00"", ""2026-01-23 21:54:00"", ""2026-01-23 22:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000034,train,0,2026-01-23 21:24:00,2026-01-23 22:06:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220600_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 21:24:00"", ""2026-01-23 21:30:00"", ""2026-01-23 21:36:00"", ""2026-01-23 21:42:00"", ""2026-01-23 21:48:00""]","[""2026-01-23 21:54:00"", ""2026-01-23 22:00:00"", ""2026-01-23 22:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000035,train,0,2026-01-23 21:30:00,2026-01-23 22:12:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221200_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 21:30:00"", ""2026-01-23 21:36:00"", ""2026-01-23 21:42:00"", ""2026-01-23 21:48:00"", ""2026-01-23 21:54:00""]","[""2026-01-23 22:00:00"", ""2026-01-23 22:06:00"", ""2026-01-23 22:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000036,train,0,2026-01-23 21:36:00,2026-01-23 22:18:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221800_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 21:36:00"", ""2026-01-23 21:42:00"", ""2026-01-23 21:48:00"", ""2026-01-23 21:54:00"", ""2026-01-23 22:00:00""]","[""2026-01-23 22:06:00"", ""2026-01-23 22:12:00"", ""2026-01-23 22:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000037,train,0,2026-01-23 21:42:00,2026-01-23 22:24:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123222400_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 21:42:00"", ""2026-01-23 21:48:00"", ""2026-01-23 21:54:00"", ""2026-01-23 22:00:00"", ""2026-01-23 22:06:00""]","[""2026-01-23 22:12:00"", ""2026-01-23 22:18:00"", ""2026-01-23 22:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000038,train,0,2026-01-23 21:48:00,2026-01-23 22:30:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123222400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223000_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 21:48:00"", ""2026-01-23 21:54:00"", ""2026-01-23 22:00:00"", ""2026-01-23 22:06:00"", ""2026-01-23 22:12:00""]","[""2026-01-23 22:18:00"", ""2026-01-23 22:24:00"", ""2026-01-23 22:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S000039,train,0,2026-01-23 21:54:00,2026-01-23 22:36:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123222400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223600_12.2_54.2_73.0_135.0.npy""]","[""2026-01-23 21:54:00"", ""2026-01-23 22:00:00"", ""2026-01-23 22:06:00"", ""2026-01-23 22:12:00"", ""2026-01-23 22:18:00""]","[""2026-01-23 22:24:00"", ""2026-01-23 22:30:00"", ""2026-01-23 22:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
